Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,OvertimeRiskFlag,ExperienceRatio
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,15,3,2,0,27,5,1,26,0,0,12,210804,0,0.5652173913043478
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,17,3,3,3,1,3,3,1,1,0,0,28896,1,0.03571428571428571
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,14,3,2,0,4,2,2,4,2,1,3,33768,1,0.18181818181818182
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,15,3,3,1,32,3,3,30,8,12,13,134940,1,0.6
32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,17,3,4,2,6,3,3,3,2,0,2,39744,0,0.09375
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,14,3,4,1,23,4,2,22,7,1,10,228588,1,0.5
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,12,3,2,1,6,3,2,6,4,1,1,25692,0,0.2
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,14,3,1,0,10,3,3,10,7,1,4,69228,1,0.2222222222222222
45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,15,3,1,1,10,2,3,10,7,4,5,52620,0,0.2222222222222222
31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,13,3,4,0,10,3,3,5,2,0,3,63984,0,0.16129032258064516
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,12,3,2,2,7,2,3,3,2,1,1,55956,1,0.08333333333333333
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,13,3,1,1,9,3,3,9,7,7,2,56688,0,0.2647058823529412
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,14,3,4,1,10,3,2,9,6,1,4,38532,0,0.1836734693877551
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,13,3,4,3,10,3,3,7,7,7,7,64524,0,0.1794871794871795
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,11,3,1,2,7,3,3,7,7,0,7,48792,0,0.25925925925925924
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,11,3,4,0,16,2,3,16,15,1,10,62496,0,0.45714285714285713
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,21,4,2,1,6,5,2,5,3,0,0,58524,0,0.17857142857142858
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,18,3,3,0,3,2,3,2,2,2,2,37404,0,0.09523809523809523
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,12,3,3,0,0,2,4,0,0,0,0,18828,1,0.0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,11,3,3,1,27,2,3,5,2,1,0,235896,0,0.10638297872340426
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,15,3,4,1,11,3,3,10,8,0,7,36828,0,0.2564102564102564
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,13,3,4,2,18,2,3,18,15,14,12,125220,0,0.45
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,12,3,4,1,15,5,3,14,11,2,9,49776,0,0.4
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,17,3,1,3,9,2,2,4,3,0,2,69216,0,0.10810810810810811
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,13,3,4,0,10,2,1,9,2,3,8,60504,0,0.23076923076923078
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,19,3,1,2,10,3,3,10,7,3,9,69240,0,0.2222222222222222
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,19,3,4,1,10,6,4,5,4,0,2,93072,1,0.13157894736842105
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,17,3,3,0,15,3,3,13,12,6,0,123672,0,0.37142857142857144
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,11,3,1,1,8,2,1,8,4,7,7,47232,0,0.21621621621621623
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,15,3,4,0,18,2,2,4,2,3,3,95340,1,0.1
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,11,3,3,0,14,3,3,10,7,0,2,68916,1,0.22727272727272727
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,25,4,2,1,23,3,3,2,2,2,2,182424,0,0.041666666666666664
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,14,3,4,2,7,2,2,2,2,2,2,65280,1,0.05714285714285714
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,13,3,3,0,6,2,3,6,3,1,3,45120,1,0.25
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,17,3,1,0,5,0,3,3,2,0,2,42204,0,0.1111111111111111
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,13,3,3,0,6,0,2,4,2,1,2,30960,0,0.14814814814814814
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,14,3,2,0,10,3,1,4,2,0,3,25992,1,0.1
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,11,3,3,0,8,2,3,5,2,1,4,70428,0,0.1724137931034483
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,12,3,3,2,9,6,3,3,2,0,2,96096,0,0.08333333333333333
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,17,3,3,2,7,6,3,7,7,0,7,62472,0,0.28
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,21,4,3,0,7,3,3,5,4,1,0,63540,0,0.1282051282051282
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,16,3,2,2,27,2,3,4,2,1,2,196956,0,0.08163265306122448
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,15,3,3,3,19,3,3,14,11,1,11,159228,0,0.28
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,19,3,1,0,2,3,3,2,2,2,2,33396,0,0.1
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,12,3,3,1,11,2,3,11,8,7,9,65196,0,0.3235294117647059
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,11,3,3,0,15,4,3,4,3,1,3,24156,0,0.1111111111111111
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,19,3,2,1,30,3,3,15,11,2,12,167592,1,0.30612244897959184
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,15,3,3,0,4,6,3,3,2,1,2,52488,0,0.08333333333333333
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,20,4,1,1,13,3,3,5,4,0,4,82104,0,0.1388888888888889
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,25,4,3,1,36,6,3,10,8,4,7,209112,0,0.18518518518518517
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,24,4,1,1,14,3,3,14,10,6,11,211236,0,0.32558139534883723
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,24,4,1,0,13,2,4,11,9,6,7,54972,1,0.3142857142857143
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,15,3,4,2,19,4,4,13,11,2,9,56820,0,0.34210526315789475
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,13,3,2,1,10,3,2,10,0,0,9,50244,1,0.3448275862068966
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,14,3,3,2,6,5,3,6,2,0,4,66060,0,0.18181818181818182
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,13,3,3,2,10,4,2,9,5,1,6,65640,0,0.28125
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,11,3,1,2,10,2,3,10,0,0,2,65712,0,0.3225806451612903
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,16,3,2,1,17,2,2,2,2,2,2,31044,1,0.04081632653061224
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,22,4,2,0,4,3,3,4,3,3,3,29280,0,0.10526315789473684
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,14,3,3,3,29,2,3,3,2,1,2,191664,0,0.06382978723404255
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,14,3,1,0,23,2,3,8,7,0,0,184548,0,0.16326530612244897
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,16,3,4,0,21,2,3,2,0,0,2,84984,1,0.04878048780487805
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,11,3,1,0,2,3,3,2,2,0,2,32736,0,0.1
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,25,4,3,1,7,2,3,6,5,1,2,64416,1,0.18181818181818182
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,14,3,2,2,10,2,2,3,2,0,2,64164,0,0.08333333333333333
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,18,3,1,3,8,2,3,2,2,2,2,38340,1,0.045454545454545456
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,11,3,1,0,5,2,3,5,4,1,2,47868,1,0.21739130434782608
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,19,3,4,1,7,5,2,0,0,0,0,39672,0,0.0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,15,3,3,0,11,2,3,4,3,1,2,84060,0,0.07547169811320754
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,11,3,3,2,19,3,3,9,7,7,7,31860,1,0.1875
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,12,3,1,0,1,2,3,1,0,0,0,16716,0,0.03125
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,20,4,3,0,7,5,3,7,7,5,7,30840,0,0.2692307692307692
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,12,3,4,1,8,1,3,4,2,1,2,42444,0,0.07272727272727272
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,14,3,3,1,15,3,4,15,10,4,13,47832,0,0.4411764705882353
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,20,4,3,1,19,2,4,1,0,0,0,130596,0,0.016666666666666666
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,18,3,4,3,14,6,3,14,11,2,13,24336,0,0.42424242424242425
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,14,3,3,2,6,2,2,6,3,1,3,114300,0,0.16216216216216217
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,12,3,2,0,10,3,3,10,9,8,7,35148,0,0.29411764705882354
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,21,4,2,1,3,2,3,3,2,0,2,27300,1,0.13043478260869565
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,19,3,2,1,9,2,3,8,7,6,7,94548,1,0.18181818181818182
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,14,3,3,0,6,2,4,5,4,1,4,59160,1,0.14285714285714285
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,17,3,1,1,10,3,3,10,9,8,8,94164,1,0.23255813953488372
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,16,3,4,1,5,1,3,5,3,0,4,52812,0,0.20833333333333334
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,12,3,2,0,10,3,3,10,8,8,7,110892,0,0.24390243902439024
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,17,3,3,1,9,2,3,5,3,1,2,35688,0,0.1724137931034483
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,15,3,3,0,17,2,2,13,7,6,7,54024,0,0.3611111111111111
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,23,4,4,1,25,3,2,23,15,14,4,128976,0,0.5111111111111111
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,11,3,3,1,1,2,3,1,0,0,0,18660,0,0.041666666666666664
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,11,3,3,0,25,3,1,23,5,14,10,155232,0,0.48936170212765956
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,15,3,3,3,3,3,4,3,2,0,2,27660,0,0.11538461538461539
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,11,3,3,0,21,2,3,21,6,8,6,200448,0,0.4666666666666667
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,13,3,1,1,10,3,2,5,2,1,3,41196,0,0.15625
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,14,3,4,1,6,2,4,5,2,0,3,41724,0,0.16129032258064516
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,19,3,2,1,10,4,3,3,2,1,2,77160,0,0.07317073170731707
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,16,3,2,1,18,3,3,1,0,0,0,78192,1,0.025
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,13,3,2,3,6,2,4,6,2,1,2,46884,0,0.25
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,14,3,4,0,19,3,3,10,7,0,9,66744,0,0.21739130434782608
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,16,3,2,1,17,3,3,7,7,0,7,82596,0,0.2
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,12,3,2,1,10,2,2,10,0,0,8,34344,0,0.3333333333333333
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,11,3,4,1,4,3,1,1,0,0,0,59736,0,0.02127659574468085
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,12,3,2,1,13,5,2,10,6,0,3,124416,1,0.21739130434782608
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,13,3,2,3,16,3,3,2,2,2,2,73608,1,0.05555555555555555
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,15,3,2,0,10,2,3,0,0,0,0,80820,0,0.0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,13,3,3,0,3,3,1,3,2,1,2,39540,0,0.13043478260869565
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,20,4,4,0,9,3,2,5,4,1,4,62856,0,0.16129032258064516
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,15,3,4,1,9,2,3,9,8,5,8,77664,1,0.23076923076923078
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,13,3,3,1,10,2,1,4,3,0,2,115320,0,0.125
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,14,3,2,0,21,3,2,21,8,12,8,237996,0,0.525
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,21,4,3,2,9,2,4,5,0,0,3,117072,0,0.1111111111111111
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,16,3,4,0,10,2,3,9,7,0,7,59616,0,0.3
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,14,3,4,1,3,2,3,2,2,2,1,25740,0,0.08333333333333333
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,11,3,3,1,6,0,2,4,2,1,2,26160,0,0.13333333333333333
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,19,3,3,1,6,3,3,5,2,0,2,100152,0,0.16129032258064516
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,11,3,3,0,6,5,2,6,2,1,4,41340,0,0.2222222222222222
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,13,3,3,0,2,3,3,2,2,2,2,33120,0,0.06896551724137931
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,12,3,4,0,10,5,4,3,2,0,2,75528,1,0.10344827586206896
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,11,3,1,1,12,2,3,7,7,1,7,85680,0,0.23333333333333334
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,14,3,1,3,6,3,3,5,0,1,2,35184,1,0.14705882352941177
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,15,3,4,0,13,2,2,11,7,1,7,61764,0,0.3333333333333333
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,12,3,3,0,8,1,4,5,1,0,4,54084,0,0.10204081632653061
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,20,4,3,0,11,2,2,0,0,0,0,102768,1,0.0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,14,3,2,1,9,4,2,6,1,0,5,29616,0,0.15789473684210525
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,13,3,1,3,10,2,3,1,0,0,0,97932,0,0.03225806451612903
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,13,3,3,1,1,2,3,1,0,0,0,25308,0,0.034482758620689655
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,16,3,3,1,10,3,3,7,0,1,7,63528,0,0.23333333333333334
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,14,3,2,0,12,3,3,7,7,0,7,32616,0,0.21875
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,16,3,3,1,15,2,3,1,0,1,0,69732,1,0.02631578947368421
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,16,3,4,1,6,4,3,1,0,0,0,29244,1,0.023255813953488372
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,22,4,2,3,7,6,2,5,3,0,4,33192,0,0.11904761904761904
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,12,3,2,3,34,2,3,1,0,0,0,228456,0,0.01818181818181818
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,15,3,4,2,11,2,2,9,8,1,7,36660,0,0.2727272727272727
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,20,4,2,2,5,2,3,5,3,0,4,27468,0,0.12195121951219512
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,14,3,3,1,15,3,3,15,14,0,7,48012,1,0.4411764705882353
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,20,4,4,3,27,2,2,3,2,0,2,155580,1,0.05660377358490566
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,13,3,2,0,10,5,3,9,7,1,8,42468,0,0.20930232558139536
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,12,3,1,0,6,3,3,2,2,2,2,72348,0,0.058823529411764705
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,13,3,2,0,1,3,3,1,0,1,0,32148,0,0.047619047619047616
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,11,3,2,1,5,3,3,5,4,0,4,44424,0,0.13157894736842105
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,17,3,3,0,1,6,3,1,0,0,0,28776,1,0.045454545454545456
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,14,3,1,2,13,3,3,12,7,5,7,65616,0,0.3870967741935484
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,11,3,4,0,15,2,3,2,2,2,2,157392,0,0.0392156862745098
